,sentence,word,ner
1876,12, जेला ,B-PERSON
1877,12," भया, ",B-PERSON
1879,12, उसने ,B-PERSON
1880,12, इस ,B-LOCATION
1881,12, जात्यपमान ,B-PERSON
1887,12, वानर ,B-PERSON
1888,12, की ,B-PERSON
1894,12, किले ,I-LOCATION
1901,12, कि ,B-PERSON
1902,12, बानर ,B-PERSON
1904,12, पंछ ,B-PERSON
1923,12, न ,B-PERSON
1924,12, हनुमान ,B-PERSON
1926,12, पूंछ ,B-PERSON
1930,12, एम ,B-PERSON
1933,12, एफ ,B-PERSON
1944,12, माग ,B-PERSON
1946,12, पचन ,B-PERSON
1954,12, कपासी ,B-PERSON
1966,13, पुशवाला ,B-PERSON
1967,13, विजलीवाले ,B-LOCATION
1968,13, मेघके ,B-PERSON
1969,13, तुल्य ,B-LOCATION
1970,13, बह ,B-LOCATION
1971,13, महावानर ,B-PERSON
1972,13, लङ्कर ,B-LOCATION
1973,13, के ,I-LOCATION
1974,13, भवनों ,I-LOCATION
1975,13, की ,I-LOCATION
1976,13, चोटियों ,I-LOCATION
1978,13, मा४ ,I-LOCATION
1979,13, राक्षसों ,B-PERSON
1981,13, घर ,I-LOCATION
1983,13, घर ,I-LOCATION
1985,13, घरों ,I-LOCATION
1986,13, के ,I-LOCATION
1987,13, बगीचों ,I-LOCATION
1990,13, हुआ ,I-LOCATION
1991,13, यह ,B-LOCATION
1992,13, बानर ,B-PERSON
1993,13, निडर ,B-LOCATION
1994,13, हो ,B-LOCATION
1995,13, पालों ,B-LOCATION
2000,13, महातेजस्वी ,B-PERSON
2001,13, पानरश्रेष्ठ ,B-PERSON
2002,13, में ,B-LOCATION
2003,13, विपीपण ,B-PERSON
2005,13, घर ,I-LOCATION
2013,13, व०५७) ,B-PERSON
2014,13, हनुमान ,B-PERSON
2015,13, का ,B-PERSON
2016,13, जाम्यवान ,B-PERSON
2017,13, आदि ,B-PERSON
2018,13, के ,B-PERSON
2019,13, पास ,B-LOCATION
2020,13, वापिसजामा ,B-PERSON
2021,13, बहे ,B-PERSON
2022,13, नाद ,B-PERSON
2024,13, गर्जना ,B-PERSON
2026,13, मेघ ,B-PERSON
2033,13, पहातेजस्वी ,B-PERSON
2034,13, प्रवर ,B-LOCATION
2035,13, राक्षसों ,B-PERSON
2036,13, को ,B-PERSON
2037,13, मारकर ,B-PERSON
2039,13, नाम ,B-PERSON
2042,13, नगरी ,B-PERSON
2043,13, को ,B-PERSON
2044,13, व्याकुल ,B-PERSON
2045,13," करके, ",B-PERSON
2046,13, रावण ,B-PERSON
2047,13, को ,B-PERSON
2048,13, तग ,B-PERSON
2050,13, बड़े ,B-PERSON
2051,13, वीरों ,B-PERSON
2052,13, को ,B-PERSON
2055,13, और ,B-PERSON
2056,13, सीता ,B-PERSON
2057,13, को ,B-PERSON
2058,13, अभिवादन ,B-PERSON
2060,13, फिर ,B-PERSON
2061,13, समुद्र ,B-PERSON
2062,13, . ,B-LOCATION
2063,13, के ,B-PERSON
2064,13, मध्य ,B-LOCATION
2065,13, से ,B-PERSON
2066,13, पर्वतेन्द्र ,B-PERSON
2067,13, मैनाक ,B-PERSON
2068,13, को ,B-PERSON
2069,13, छूकर ,B-PERSON
2071,13, तब ,B-PERSON
2072,13, वह ,B-PERSON
2074,13, मन ,B-PERSON
2076,13, सभी ,B-PERSON
2077,13, वादाश्रेष्ठ ,B-PERSON
2078,13, महात्मा ,B-PERSON
2079,13, हुनुपान ,B-PERSON
2080,13, को ,B-PERSON
2092,14, पलवण ,B-LOCATION
2093,14, पर्वत ,I-LOCATION
2094,14, पर ,I-LOCATION
2095,14, पहुंचकर ,B-LOCATION
2096,14, महाबली ,B-PERSON
2097,14, राम ,B-PERSON
2098,14, और ,B-PERSON
2099,14, लक्ष्मण ,B-PERSON
2100,14, को ,B-PERSON
2101,14, सिर ,B-PERSON
2102,14, से ,B-PERSON
2105,14, और ,B-PERSON
2106,14, युवराज ,B-PERSON
2107,14, अङ्गद ,B-PERSON
2108,14, को ,B-PERSON
2109,14, भागे ,B-PERSON
2110,14, करके ,B-PERSON
2111,14, सुग्रीव ,B-PERSON
2112,14, का ,B-PERSON
2113,14, अभिवादन ,B-PERSON
2115,14, सीता ,B-PERSON
2116,14, का ,B-PERSON
2121,14, दिव्य ,B-PERSON
2122,14, मुनहरी ,B-PERSON
2123,14, मार्ग ,B-LOCATION
2124,14, जो ,B-PERSON
2126,14, तेम ,B-PERSON
2129,14, होरही ,B-PERSON
2131,14, यह ,B-PERSON
2132,14, राम ,B-PERSON
2133,14, को ,B-PERSON
2135,14, करके ,B-PERSON
2136,14, हनुमान् ,B-PERSON
2137,14, हाप ,B-PERSON
2141,14, यह ,B-PERSON
2142,14, शोभा ,B-PERSON
2143,14, बाली ,B-PERSON
2144,14, समुद्रिय ,B-LOCATION
2145,14, माण ,B-PERSON
2146,14, उसने ,B-PERSON
2149,14, हे ,B-PERSON
2150,14, निष्पाप ,B-PERSON
2151,14, ! ,B-PERSON
2152,14, तेरे ,B-PERSON
2153,14, दर्शन ,B-PERSON
2156,14, इस ,B-PERSON
2158,14, दी ,B-PERSON
2159,14, मणि) ,B-PERSON
2160,14, के ,B-PERSON
2163,14, दुःख ,B-PERSON
2165,14, आनन्द ,B-PERSON
2166,14, मनाऊंगी ,B-PERSON
2167,14, हनुमान ,B-PERSON
2168,14, से ,B-PERSON
2169,14, ऐसे ,B-PERSON
2172,14, दशरथमृत ,B-PERSON
2173,14, उस ,B-PERSON
2174,14, माणि ,B-PERSON
2175,14, को ,B-PERSON
2176,14, हृदय ,B-PERSON
2179,14, लक्ष्मण ,B-PERSON
2180,14, समेत ,B-PERSON
2182,14, रोया ,B-PERSON
2184,15, श्रीमद्वारमीकि ,B-PERSON
2185,15, रामायणे ,B-LOCATION
2186,15, पुन्दरकाण्ड ,B-PERSON
2187,15, समासम् ,B-LOCATION
2188,15, ।युद्धकाण्ड-लङ्काकाण्ड ,B-PERSON
2189,15, युडकाण्ड-लङ्काकाण्ड ,B-LOCATION
2190,15, घ० ,B-PERSON
2191,15," १,२) ",B-LOCATION
2192,15, हनुमान ,B-PERSON
2193,15, को ,B-LOCATION
2194,15, पुरस्कार ,B-PERSON
2196,15, सेना ,B-PERSON
2198,15, पफ ,B-PERSON
2199,15, साय ,B-LOCATION
2200,15, समुद्र ,B-PERSON
2206,15, हनूमतो ,B-PERSON
2210,15, रामः ,B-PERSON
2211,15, प्रीतिसयायुक्तो ,B-PERSON
2212,15, काक्यमुत्तरमब्रवीत् ,B-LOCATION
2213,15, एप ,B-PERSON
2214,15, सबस्वभूतम्त ,B-LOCATION
2215,15, परियङ्गो ,B-PERSON
2218,15, मया ,B-PERSON
2219,15, कालमियं ,B-LOCATION
2220,15, पाप्प ,B-PERSON
2221,15, दचस्तस्य ,B-LOCATION
2222,15, महात्मनाः ,B-PERSON
2223,15, इत्युक्त्वा ,B-LOCATION
2224,15, पीतिहष्टाङ्गो ,B-PERSON
2225,15, रामस्त ,B-LOCATION
2226,15, परिपस्वने ,B-PERSON
2228,15, हनूमन्तं ,B-PERSON
2229,15, कृतात्मानं ,B-PERSON
2230,15, कृतवाक्यमुपागतम् ,B-LOCATION
2231,15, हनुमान ,B-PERSON
2232,15, ने ,B-PERSON
2291,15, समुद्र ,B-PERSON
2301,16, शूरवीर ,B-PERSON
2302,16," समर्य, ",B-LOCATION
2303,16, वानर ,B-PERSON
2304,16, सेनापति ,B-PERSON
2305,16, सब ,B-PERSON
2307,16, सब ,B-PERSON
2313,16, अनि ,B-PERSON
2323,16, समुद्र ,B-PERSON
2336,16, सपर्वतमासाद ,B-PERSON
2337,16, बानरास्ते ,B-LOCATION
2338,16, समारुहन् ,B-PERSON
2339,16, वां ,B-LOCATION
2340,16, सेना ,B-PERSON
2344,16, कश्विस्कृतो ,B-PERSON
2347,16, गच्छन्तु ,B-PERSON
2348,16, वानराः ,B-LOCATION
2349,16, शूगर ,B-PERSON
2350,16, हेच ,B-LOCATION
2351,16, छ ,B-PERSON
2352,16, भयं ,B-LOCATION
2353,16, च ,B-PERSON
2354,16, नः ,B-LOCATION
2355,16, विरान ,B-PERSON
2356,16, समीपस्य ,B-LOCATION
2357,16, सागरस्य ,B-LOCATION
2358,16, च ,B-PERSON
2359,16, तलम् ,B-LOCATION
2360,16, । ,B-PERSON
2361,16, मधुपाण्डमला ,B-LOCATION
2362,16, श्रीमान्द्रितीय ,B-PERSON
2363,16, र ,B-LOCATION
2364,16, सागर ,B-PERSON
2365,16, सागर ,B-LOCATION
2366,16, चाम्बरमख्यमम्वरं ,B-PERSON
2367,16, सागरोपमम् ,B-LOCATION
2368,16, । ,B-PERSON
2369,16, सागरं ,B-LOCATION
2370,16, चाम्बरं ,B-PERSON
2371,16, चेति ,B-LOCATION
2372,16, निर्षिघोषमापत ,B-PERSON
2383,17, पर्वत ,I-LOCATION
2386,17, वर ,B-PERSON
2387,17, वानर ,B-PERSON
2388,17, उप्त ,B-PERSON
2394,17, महापर्वत ,B-PERSON
2397,17, मलय ,B-PERSON
2401,17, भयङ्कर ,B-PERSON
2403,17, समुद्र ,I-LOCATION
2411,17, छावनी ,B-PERSON
2419,17, पानर ,B-PERSON
2420,17, सेना ,B-LOCATION
2421,17, परले ,B-PERSON
2425,17, राम ,B-PERSON
2426,17, के ,B-PERSON
2430,17, सुग्रीव ,B-PERSON
2431,17, और ,B-PERSON
2432,17, लक्ष्मण ,B-PERSON
2433,17, ने ,B-PERSON
2434,17, वृक्षों ,B-PERSON
2438,17, सागर ,I-LOCATION
2439,17, तीर ,B-LOCATION
2440,17, पर ,B-LOCATION
2441,17, सेना ,B-LOCATION
2442,17, की ,I-LOCATION
2443,17, छावनी ,B-LOCATION
2444,17, डालदी ,B-PERSON
2445,17, समुद्र ,B-LOCATION
2446,17, आकाशके ,B-PERSON
2450,17, समुद्र ,I-LOCATION
2463,18,सक्षसेन्द्र ,B-PERSON
2468,18, महावली ,B-PERSON
2469,18, रासस ,B-PERSON
2472,18, राक्षमेन्द्र ,B-PERSON
2473,18, रावण ,B-PERSON
2474,18, से ,B-PERSON
2477,18, हमारा ,B-PERSON
2478,18, यल ,B-PERSON
2482,18, बड़ा ,B-PERSON
2484,18, आप ,B-PERSON
2485,18, क्यों ,B-PERSON
2486,18, एदास ,B-PERSON
2489,18, आपने ,B-PERSON
2490,18, भोगवती ,B-PERSON
2492,18, माकर ,B-PERSON
2493,18, नाग ,B-PERSON
2494,18, जीते ,B-PERSON
2496,18, विभीषण ,B-PERSON
2497,18, के ,B-PERSON
2498,18, वचन ,B-PERSON
2500,18, पुनकर ,B-PERSON
2501,18, राक्षसेश्वर ,B-PERSON
2502,18, रावण ,B-PERSON
2503,18, उन ,B-PERSON
2504,18, सब ,B-PERSON
2505,18, को ,B-PERSON
2506,18, विसर्जन ,B-PERSON
2508,18, अपने ,B-PERSON
2511,18, प्रविष्ट ,B-PERSON
2512,18, हुभा ,B-PERSON
2513,18, राक्षसी ,B-PERSON
2514,18, से ,B-PERSON
2515,18, पूजित ,B-PERSON
2516,18, उस ,B-LOCATION
2517,18, महावाहू ,B-PERSON
2518,18, ने ,B-PERSON
2519,18, अपने ,B-PERSON
2520,18, वज ,B-PERSON
2521,18, से ,B-PERSON
2523,18, आसन ,B-PERSON
2527,18, रावण ,B-PERSON
2528,18, को ,B-PERSON
2532,18, एकान्त ,B-PERSON
2534,18, मन्त्रियों ,B-PERSON
2535,18, के ,B-PERSON
2536,18, समक्ष ,B-PERSON
2537,18, उसने ,B-PERSON
2538,18, महात्मा ,B-PERSON
2539,18, रावण ,B-PERSON
2540,18, को ,B-PERSON
2541,18, हेतुओं ,B-PERSON
2542,18, से ,B-PERSON
2544,18, अतीव ,B-PERSON
2546,18, वचन ,B-PERSON
2548,18, किमी ,B-PERSON
2554,18, राम ,B-PERSON
2555,18, कमी ,B-PERSON
2556,18, सीता ,B-PERSON
2560,18, युद्ध ,B-PERSON
2562,18, इन्द्र ,B-PERSON
2563,18, सहित ,B-PERSON
2564,18, देवताओं ,B-PERSON
2565,18, के ,B-PERSON
2579,18, देवताओं ,B-PERSON
2580,18, की ,B-PERSON
2581,18, सेना ,B-PERSON
2582,18, के ,B-PERSON
2584,18, करनेवाले ,B-PERSON
2585,18, रण ,B-PERSON
2586,18, में ,B-PERSON
2587,18, प्रचण्ड ,B-PERSON
2588,18, पराक्रमवाले ,B-PERSON
2589,18, महावली ,B-PERSON
2590,18, रावणने ,B-PERSON
2591,18, सत्यवादी ,B-PERSON
2592,18, माई ,B-PERSON
2593,18, विभीषण ,B-PERSON
2594,18, को ,B-PERSON
2599,19, की ,I-LOCATION
2600,19, जालियों ,B-LOCATION
2601,19, चाले ,B-PERSON
2602,19, मणि ,B-LOCATION
2603,19, और ,B-PERSON
2604,19, गुलियों ,B-PERSON
2606,19, भूपित ,B-PERSON
2609,19, घोड़ों ,B-PERSON
2611,19, महारथ ,B-PERSON
2614,19, सवार ,B-PERSON
2617,19, नाना ,B-PERSON
2620,19, अलग ,B-PERSON
2622,19, चेपा ,B-PERSON
2624,19, नाना ,B-PERSON
2625,19, भूषणों ,B-PERSON
2627,19, भूपित्त ,B-PERSON
2628,19, रोधे ,B-PERSON
2640,19, को ,I-LOCATION
2641,19, नगर ,B-LOCATION
2642,19, की ,B-PERSON
2649,19, महस्व ,B-PERSON
2650,19, राजा ,B-PERSON
2651,19, के ,B-PERSON
2656,19, सीता ,B-PERSON
2660,19, और ,B-PERSON
2661,19, दशरथ ,B-PERSON
2662,19, के ,B-PERSON
2663,19, दोनों ,B-PERSON
2664,19, पुत्रों ,B-PERSON
2675,19, मुनीति ,B-PERSON
2678,19, रावण ,B-PERSON
2679,19, को ,B-PERSON
2680,19, क्रुद्ध ,B-PERSON
2682,19, महावली ,B-PERSON
2683,19, महापाय ,B-PERSON
2690,20,सगै ,B-PERSON
2692,20, (२०५४) ,I-PERSON
2693,20, विभीषण ,B-PERSON
2695,20, सीता ,B-PERSON
2697,20, वापिस ,B-PERSON
2701,20, रामसेन्द्र ,B-PERSON
2703,20, रचन ,B-PERSON
2706,20, कुम्भक ,B-PERSON
2708,20, गर्जनाओं ,B-PERSON
2711,20, विभीषण ,B-PERSON
2712,20, राक्षसराज ,B-PERSON
2713,20, का ,B-PERSON
2714,20, हितकारी ,B-PERSON
2719,20, वचन ,B-PERSON
2721,20, सहस्त ,B-PERSON
2724,20, चाक्य ,B-PERSON
2727,20, राजा ,B-PERSON
2728,20, का ,B-PERSON
2730,20, चाइनेवाला ,B-PERSON
2735,20, स्चिन ,B-PERSON
2736,20, बुदिशाका ,B-PERSON
2737,20, विभीषण ,B-PERSON
2739,20, अर्थवाला ,B-PERSON
2740,20, बचन ,B-PERSON
2742,20, यह ,B-PERSON
2743,20, राजा ,B-PERSON
2744,20, न्यसनों ,B-PERSON
2745,20, के ,B-PERSON
2759,20, तिस ,B-PERSON
2761,20, शत्रु ,B-PERSON
2762,20, तुल्य ,B-PERSON
2763,20, आप ,B-PERSON
2765,20, मित्र ,B-PERSON
2766,20, राक्षसों ,B-PERSON
2768,20, नाशार्थ ,B-PERSON
2777,20, पुर ,B-PERSON
2780,20, सुहृद' ,B-PERSON
2781,20, जनों ,B-PERSON
2782,20, और ,B-PERSON
2783,20, दूसरे ,B-PERSON
2784,20, राक्षसों ,B-PERSON
2785,20, समेत ,B-PERSON
2786,20, रामा ,B-PERSON
2801,20, सीता ,B-PERSON
2802,20, नरेन्द्रपुत्र ,B-PERSON
2803,20, को ,B-PERSON
2807,20, कुल ,B-PERSON
2809,20, एकही ,B-PERSON
2810,20, पुरुष ,B-PERSON
2812,20," वीर्य, ",B-PERSON
2814,20," धैर्य, ",B-PERSON
2817,20, तेज ,B-PERSON
2825,20, छोटा ,B-PERSON
2826,20, सात ,B-LOCATION
2827,20, विभीषण ,B-PERSON
2829,20, हे ,B-PERSON
2830,20, राजन् ,B-PERSON
2831,20, ! ,B-PERSON
2832,20, इस ,B-PERSON
2834,20," रत्न, ",B-PERSON
2835,20," भूषण, ",B-PERSON
2836,20, दिव्य ,B-PERSON
2837,20," बच्च, ",B-PERSON
2838,20, विचित्र ,B-PERSON
2839,20, पनि ,B-PERSON
2840,20, और ,B-PERSON
2841,20, देवी ,B-PERSON
2842,20, सीता ,B-PERSON
2843,20, राम ,B-PERSON
2844,20, को ,B-PERSON
2848,20, बीतशोक ,B-PERSON
2854,21, परुष ,B-PERSON
2865,21, हिवैपिणा ,B-PERSON
2870,21, निशाचर ,B-PERSON
2873,21, हि ,B-PERSON
2874,21, साधुपो ,B-LOCATION
2875,21, नरा ,B-PERSON
2876,21, हितं ,B-LOCATION
2877,21, न ,B-PERSON
2892,21, राजन् ,B-PERSON
2893,21, ! ,B-PERSON
2905,21, भाई ,B-PERSON
2908,21, पितृतुल्प ,B-PERSON
2920,21, भाई ,B-PERSON
2935,21, राक्षस ,B-PERSON
2962,22,रावणका ,B-PERSON
2963,22, छोटा ,B-LOCATION
2964,22, भाई ,B-PERSON
2965,22, विभीषण ,B-PERSON
2967,22, दूसरे ,B-PERSON
2968,22, राक्षसों ,B-PERSON
2969,22, सहित ,B-PERSON
2971,22, शरण ,B-PERSON
2977,22, रावण ,B-PERSON
2981,22, माया ,B-PERSON
2996,22, आप ,B-PERSON
3025,22, निशार ,B-PERSON
3036,22, भाई ,B-PERSON
3049,22, भरिमाणान्परिखज्य ,B-PERSON
3050,22, रक्षितम्या ,B-LOCATION
3051,22, कृतात्पना ,B-PERSON
3052,23,.श्रीवास्मीकि ,B-PERSON
3053,23, रामायण ,B-PERSON
3054,23, टीका-वानराधिपति ,B-PERSON
3055,23, के ,B-PERSON
3065,23, पराकमवाला ,B-PERSON
3066,23, राय ,B-LOCATION
3067,23, यह ,B-PERSON
3070,23, एकबार ,B-PERSON
3085,23, लोगों ,B-PERSON
3097,23, अन्तरात्मा ,B-PERSON
3098,23, विभीषण ,B-PERSON
3114,23, सगै ,B-PERSON
3116,23, (व. ,B-PERSON
3118,23, ) ,I-PERSON
3119,23, विभीषण ,B-PERSON
3120,23, का ,B-PERSON
3121,23, शरणागत ,B-PERSON
3123,23, राम ,B-PERSON
3125,23, अभय ,B-PERSON
3130,23, हुपा ,B-PERSON
3131,23, रावण ,B-PERSON
3132,23, का ,B-PERSON
3133,23, छोटा ,B-PERSON
3134,23, भाई ,B-PERSON
3135,23, चारों ,B-PERSON
3136,23, राक्षसों ,B-PERSON
3137,23, ममेत ,B-PERSON
3142,23, आपके ,B-PERSON
3144,23, मेरा ,B-PERSON
3152,23, इस ,B-PERSON
3156,23, वाणी ,B-PERSON
3157,23, से ,B-PERSON
3158,23, उसकोवसल्ली ,B-PERSON
3161,23, नेत्रों ,B-PERSON
3166,23, राम ,B-PERSON
3167,23, यह ,B-PERSON
3171,23, राक्षसों ,B-PERSON
3172,23, का ,B-PERSON
3173,23, बलाचळ ,B-PERSON
3177,24,रावण ,B-PERSON
3178,24, रसातल ,B-PERSON
3179,24, वा ,B-LOCATION
3180,24, पाताल ,B-PERSON
3187,24, ब्रह्मा ,B-PERSON
3193,24, अब ,B-PERSON
3204,24, मुखदायी ,B-PERSON
3205,24, कर्मावाले ,B-PERSON
3206,24, राम ,B-PERSON
3207,24, के ,B-PERSON
3212,24, वह ,B-PERSON
3213,24, धर्मात्मा ,B-PERSON
3214,24, सिर ,B-PERSON
3218,24, फिर ,B-PERSON
3222,24, पर्ववतुल्प ,B-PERSON
3224,24, पर्वतों ,I-LOCATION
3226,24, वृक्षों ,I-LOCATION
3229,24, समुद्र ,I-LOCATION
3230,24, की ,I-LOCATION
3234,24, और ,I-LOCATION
3235,24, वह ,B-LOCATION
3236,24, महावली ,B-PERSON
3237,24, महाकाय ,B-LOCATION
3238,24, वानर ,B-PERSON
3239,24, हाथी ,B-LOCATION
3240,24, जितने ,B-LOCATION
3241,24, बड़े ,B-PERSON
3243,24, पत्थरों ,B-LOCATION
3244,24, को ,I-LOCATION
3245,24, और ,I-LOCATION
3246,24, पर्वतों ,I-LOCATION
3253,24, फैकी ,I-LOCATION
3255,24, हुई ,I-LOCATION
3256,24, शिलाओं ,I-LOCATION
3257,24, और ,I-LOCATION
3259,24, हुए ,I-LOCATION
3260,24, पर्वतों ,I-LOCATION
3261,24, का ,I-LOCATION
3262,24, उस ,B-LOCATION
3263,24, महासागर ,B-LOCATION
3264,24, में ,I-LOCATION
3265,24, तुमल ,B-LOCATION
3269,24, हे ,B-PERSON
3270,24, नरदेव ,B-PERSON
3271,24, सागर ,B-LOCATION
3272,24, समेत ,B-PERSON
3273,24, सारी ,B-LOCATION
3274,24, पृथिवी ,B-PERSON
3288,24, मनुष्य ,B-PERSON
3290,24, देवताओं ,B-PERSON
3292,24, संस्कृत ,B-PERSON
3293,24, राम ,B-PERSON
3294,24, को ,B-PERSON
3298,25, दानों ,B-PERSON
3299,25, बेमालुम ,B-LOCATION
3300,25, वानरों ,B-PERSON
3312,25, वानर-१३जो ,B-PERSON
3313,25, युद्ध ,B-PERSON
3321,25, दूसरे ,B-PERSON
3322,25, शूरवीर ,B-PERSON
3323,25, वानर ,B-PERSON
3324,25," है, ",B-PERSON
3327,25, उन ,B-PERSON
3328,25, महात्मा ,B-PERSON
3329,25, वानरों ,B-PERSON
3330,25, का ,B-PERSON
3332,25, (तरतीव) ,B-PERSON
3338,25, राम ,B-PERSON
3339,25, का ,B-PERSON
3340,25, और ,B-PERSON
3341,25, वीर ,B-PERSON
3342,25, लक्ष्मण ,B-PERSON
3343,25, का ,B-PERSON
3345,25, पाक्ति ,B-PERSON
3347,25, शव ,B-PERSON
3348,25, ठीक ,B-PERSON
3354,25, दोनों ,B-PERSON
3355,25, राम ,B-PERSON
3377,25, शुक ,B-PERSON
3378,25, सारण ,B-LOCATION
3379,25, राक्षस ,B-PERSON
3382,25, इस ,B-PERSON
3384,25, धर्मप्रिय ,B-PERSON
3385,25, राघव ,B-PERSON
3386,25, को ,B-PERSON
3387,25, प्रविनन्दन ,B-PERSON
3389,25, यह ,B-PERSON
3391,25, शुक ,B-PERSON
3393,25, सारण ,B-PERSON
3394,25, को ,B-PERSON
3398,25, जय ,B-PERSON
